Spinninghead|||Roulette Face - Pleasure // Joy // Anger,4437,4438,NONE,NONE
Sandworm - Normal Attack // Throw Sand,4439,4440,NONE,NONE
Beastie Dragon - Sweet Mist,4445,4446,NONE,NONE
Blue and Red ray - not known enemy,4447,4448,NONE,NONE
Rock Throw - not known enemy,4449,4450,NONE,NONE
Basilisk - Petrifying Glare,4455,4456,NONE,NONE
Evil Spider|||Deadly Spider - Cobweb,4459,4460,NONE,NONE
Any Enemy with this - Can't Combat,4469,4470,NONE,NONE
Assassin Cock|||Fowl Fighter - Fear,4475,4476,NONE,NONE
Glow - Corona,4477,4478,NONE,NONE
Glare - Bewitchment Attack,4479,4480,NONE,NONE
Plague Rat - Chisel,4481,4482,NONE,NONE
Yellow glow,4483,4484,NONE,NONE
Earthshaker - Earthquake Attack,4485,4486,NONE,NONE
Vampire Kiwi - Drain Attack,4487,4488,NONE,NONE
Myconido Sporing,4489,4490,NONE,NONE
White Ape|||Mountain Ape - Snowball Throw /// Rock Throw,4497,4498,NONE,NONE
Run Fast - Slime,4503,4504,NONE,NONE
Fairy - Normal Attack,4519,4520,NONE,NONE
Puck - Despirit,4521,4522,NONE,NONE
Mole - Rock Attack,4523,4524,NONE,NONE
Screaming Bat|||Tricky Bat - Ultrasonic,4525,4526,NONE,NONE
Succubus - Bats Attack,4527,4528,NONE,NONE
Mammoth - Stinky Breath,4529,4530,NONE,NONE
Erupting Chick - Summon Roc,4537,4538,NONE,NONE
Slime|||Red Hot||Madman - Normal Attack // Slime Throwing,4545,4546,NONE,NONE
Black Rain - BETA?,4549,4550,NONE,NONE
Ugly Balloon - Harzarous Gas,4561,4562,NONE,NONE
Crystal Shard,4565,4566,NONE,NONE
Crocodile - Skull Casting,4569,4570,NONE,NONE
Magician Bogey - Bat Hat // Bewitchment Attack,4573,4574,NONE,NONE
Scud Shark - Remora Immolation,4583,4584,NONE,NONE
Loner Knight - Stench of Death // Cursing Mist,4589,4590,NONE,NONE
Power-Up - Not Known Monster,4591,4592,NONE,NONE
Professor - Normal Attack // Boring Lecture,4593,4594,NONE,NONE
Crafty Thieft - Low Poly Model,4599,4600,NONE,NONE
Undead - Head Fear Attack,4601,4602,NONE,NONE
Glow - Corona 2,4609,4610,NONE,NONE
Cactus - Throw Spikes,4611,4612,NONE,NONE
Mandrake - Normal Attack,4613,4614,NONE,NONE
Spinning Gale + Trans Light,4619,4620,NONE,NONE
Piggy - Stinky Sigh,4621,4622,NONE,NONE
Dark Elf - Detonating Arrow,4623,4624,NONE,NONE
Swift Dragon - Anger of Dragon,4625,4626,NONE,NONE
Arrow Shooter - Various Arrows,4631,4632,NONE,NONE
Sandora Elite (Kanzas) - Throwing Knife,4637,4638,NONE,NONE
Hellena Warden - Normal Attack,4691,4692,NONE,NONE
Sandora Soldier (Hoax/Kanzas) - Throwing Knife // Normal Attack,4695,4696,NONE,NONE
Power-Up - Not Known Monster 2,4699,4700,NONE,NONE
Power-Up - Not Known Monster 3,4703,4704,NONE,NONE
Sandora Elite Green Flame (Hoax),4937,4938,NONE,NONE
Sandora Elite Green Flame (Hoax) 2,4941,4942,NONE,NONE
