Mantis,3137,32,3137,"[0, 1]",3593,"[2, 16, 17, 25]",/monsters/0/textures/combat
Scissorhands,3138,32,3138,"[0, 1]",3594,"[2, 16, 17, 25]",/monsters/1/textures/combat
Spinninghead,3139,32,3139,"[0, 1]",3595,"[2, 16, 17, 18, 19]",/monsters/2/textures/combat
Sandworm,3140,32,3140,"[0, 1]",3596,"[2, 16, 17, 18]",/monsters/3/textures/combat
Sea Dragon,3141,32,3141,"[0, 1]",3597,"[2, 16, 17, 25]",/monsters/4/textures/combat
Landskater,3142,32,3142,"[0, 1]",3598,"[2, 16, 17, 25]",/monsters/5/textures/combat
Beastie Dragon,3143,32,3143,"[0, 1]",3599,"[2, 16, 17, 25]",/monsters/6/textures/combat
Manticore,3144,32,3144,"[0, 1]",3600,"[2, 16, 17]",/monsters/7/textures/combat
Goblin,3145,32,3145,"[0, 1]",3601,"[2, 16, 17, 18, 25]",/monsters/8/textures/combat
Minotaur,3146,32,3146,"[0, 1]",3602,"[2, 16, 17, 25]",/monsters/9/textures/combat
Hyper Skeleton,3147,32,3147,"[0, 1]",3603,"[2, 16, 17, 25]",/monsters/10/textures/combat
Basilisk,3148,32,3148,"[0, 1]",3604,"[2, 16, 17, 25]",/monsters/11/textures/combat
Flabby Troll,3149,32,3149,"[0, 1]",3605,"[2, 16, 17]",/monsters/12/textures/combat
Evil Spider,3150,32,3150,"[0, 1]",3606,"[2, 16, 17, 25]",/monsters/13/textures/combat
Spider Urchin,3151,32,3151,"[0, 1]",3607,"[2, 16, 17, 25]",/monsters/14/textures/combat
Strong Man,3152,32,3152,"[0, 1]",3608,"[2, 16, 17, 25]",/monsters/15/textures/combat
Dragonfly,3153,32,3153,"[0, 1]",3609,"[2, 16, 17, 25]",/monsters/16/textures/combat
Hell Hound,3154,32,3154,"[0, 1]",3610,"[2, 16, 17, 25]",/monsters/17/textures/combat
Death,3155,32,3155,"[0, 1]",3611,"[2, 16, 17, 25]",/monsters/18/textures/combat
Lizard Man,3156,32,3156,"[0, 1]",3612,"[2, 16, 17, 24]",/monsters/19/textures/combat
White Ape,3157,32,3157,"[0, 1]",3613,"[2, 16, 17, 25]",/monsters/20/textures/combat
Assassin Cock,3158,32,3158,"[0, 1]",3614,"[2, 16, 17, 25]",/monsters/21/textures/combat
Merman,3159,32,3159,"[0, 1]",3615,"[2, 16, 17, 25]",/monsters/22/textures/combat
Glare,3160,32,3160,"[0, 1]",3616,"[2, 16, 17, 25]",/monsters/23/textures/combat
Berserk Mouse,3161,32,3161,"[0, 1]",3617,"[2, 16, 17, 25]",/monsters/24/textures/combat
Dragon Soldier,3162,32,3162,"[0, 1]",3618,"[2, 16, 17, 25]",/monsters/25/textures/combat
Earth Shaker,3163,32,3163,"[0, 1]",3619,"[2, 16, 17, 25]",/monsters/26/textures/combat
Vampire Kiwi,3164,32,3164,"[0, 1]",3620,"[2, 16, 17, 25]",/monsters/27/textures/combat
Myconido,3165,32,3165,"[0, 1]",3621,"[2, 16, 17, 25]",None
Roc,3166,32,3166,"[0, 1]",3622,"[2, 16, 17]",/monsters/29/textures/combat
Gnome,3167,32,3167,"[0, 1]",3623,"[2, 16, 17, 25]",/monsters/30/textures/combat
Bowling,3168,32,3168,"[0, 1]",3624,"[2, 16, 17, 25]",/monsters/31/textures/combat
Freeze Knight,3169,32,3169,"[0, 1]",3625,"[2, 16, 17, 18, 25]",None
Fire Spirit,3170,32,3170,"[0, 1]",3626,"[2, 16, 17, 25]",/monsters/33/textures/combat
Mad Skull,3171,32,3171,"[0, 1]",3627,"[2, 16, 17, 25]",/monsters/34/textures/combat
Run Fast,3172,32,3172,"[0, 1]",3628,"[2, 16, 17, 18, 25]",/monsters/35/textures/combat
Canbria Dayfly,3173,32,3173,"[0, 1]",3629,"[2, 16, 17]",/monsters/36/textures/combat
Wyvern,3174,32,3174,"[0, 1]",3630,"[2, 16, 18]",/monsters/37/textures/combat
Trent,3175,32,3175,"[0, 1]",3631,"[2, 16, 17, 25]",/monsters/38/textures/combat
Spring Hitter,3176,32,3176,"[0, 1]",3632,"[2, 16, 17, 18, 25]",/monsters/39/textures/combat
Guillotine,3177,32,3177,"[0, 1]",3633,"[2, 16, 17, 25]",/monsters/40/textures/combat
Terminator,3178,32,3178,"[0, 1]",3634,"[2, 16, 17, 25]",/monsters/41/textures/combat
OO Parts,3179,32,3179,"[0, 1]",3635,"[2, 16, 17, 25]",/monsters/42/textures/combat
Fairy,3180,32,3180,"[0, 1]",3636,"[2, 16, 17, 25]",/monsters/43/textures/combat
Puck,3181,32,3181,"[0, 1]",3637,"[2, 16, 17, 25]",/monsters/44/textures/combat
Mole,3182,32,3182,"[0, 1]",3638,"[2, 16, 17, 25]",/monsters/45/textures/combat
Screaming Bat,3183,32,3183,"[0, 1]",3639,"[2, 16, 17, 24]",/monsters/46/textures/combat
Succubus,3184,32,3184,"[0, 1]",3640,"[2, 16, 17, 25]",/monsters/47/textures/combat
Mammoth,3185,32,3185,"[0, 1]",3641,"[2, 16, 17]",/monsters/48/textures/combat
MetalFang,3186,32,3186,"[0, 1]",3642,"[2, 16, 17, 25]",/monsters/49/textures/combat
Windy Weasel,3187,32,3187,"[0, 1]",3643,"[2, 16, 17, 25]",/monsters/50/textures/combat
Wounded Bear,3188,32,3188,"[0, 1]",3644,"[2, 16, 17, 25]",/monsters/51/textures/combat
Erupting Chick,3189,32,3189,"[0, 1]",3645,"[2, 16, 17, 25]",/monsters/52/textures/combat
Flying Rat,3190,32,3190,"[0, 1]",3646,"[2, 16, 17, 25]",/monsters/53/textures/combat
Rainbow Bird,3191,32,3191,"[0, 1]",3647,"[2, 16, 17, 25]",/monsters/54/textures/combat
Living Statue,3192,32,3192,"[0, 1]",3648,"[2, 16, 17, 25]",/monsters/55/textures/combat
Madman,3193,32,3193,"[0, 1]",3649,"[2, 16, 17, 25]",/monsters/56/textures/combat
Wildman,3194,32,3194,"[0, 1]",3650,"[2, 16, 17, 25]",/monsters/57/textures/combat
Gargoyle,3195,32,3195,"[0, 1]",3651,"[2, 16, 17, 25]",/monsters/58/textures/combat
Crescent Bee,3196,32,3196,"[0, 1]",3652,"[2, 16, 17, 25]",/monsters/59/textures/combat
Jelly,3197,32,3197,"[0, 1]",3653,"[2, 16, 17]",/monsters/60/textures/combat
Spiky Beetle,3198,32,3198,"[0, 1]",3654,"[2, 16, 17, 25]",/monsters/61/textures/combat
Slug,3199,32,3199,"[0, 1]",3655,"[2, 16, 17, 25]",/monsters/62/textures/combat
Witch,3200,32,3200,"[0, 1]",3656,"[2, 16, 17]",/monsters/63/textures/combat
Ugly Balloon,3201,32,3201,"[0, 1]",3657,"[2, 16, 17, 25]",/monsters/64/textures/combat
Maximum Volt,3202,32,3202,"[0, 1]",3658,"[2, 16, 17, 25]",/monsters/65/textures/combat
Crystal Golem,3203,32,3203,"[0, 1]",3659,"[2, 16, 17, 25]",/monsters/66/textures/combat
Rocky Turtle,3204,32,3204,"[0, 1]",3660,"[2, 16, 17, 18, 25]",/monsters/67/textures/combat
Crocodile,3205,32,3205,"[0, 1]",3661,"[2, 16, 17, 25]",/monsters/68/textures/combat
Frilled Lizard,3206,32,3206,"[0, 1]",3662,"[2, 16, 17, 25]",/monsters/69/textures/combat
Magician Bogy,3207,32,3207,"[0, 1]",3663,"[2, 16, 17, 25]",/monsters/70/textures/combat
Triceratops,3208,32,3208,"[0, 1]",3664,"[2, 16, 17]",/monsters/71/textures/combat
Stern Fish,3209,32,3209,"[0, 1]",3665,"[2, 16, 17]",/monsters/72/textures/combat
Forest Runner,3210,32,3210,"[0, 1]",3666,"[2, 16, 17, 25]",/monsters/73/textures/combat
Magma Fish,3211,32,3211,"[0, 1]",3667,"[2, 16, 17]",/monsters/74/textures/combat
Scud Shark,3212,32,3212,"[0, 1]",3668,"[2, 16, 17]",/monsters/75/textures/combat
Screw Shell,3213,32,3213,"[0, 1]",3669,"[2, 16, 17, 25]",/monsters/76/textures/combat
Potbelly,3214,32,3214,"[0, 1]",3670,"[2, 16, 17, 25]",/monsters/77/textures/combat
Loner Knight,3215,32,3215,"[0, 1]",3671,"[2, 16, 17, 25]",/monsters/78/textures/combat
Berserker,3216,32,3216,"[0, 1]",3672,"[2, 16, 17, 24]",/monsters/79/textures/combat
Professor,3217,32,3217,"[0, 1]",3673,"[2, 16, 17, 25]",/monsters/80/textures/combat
Psyche Druid,3218,32,3218,"[0, 1]",3674,"[2, 16, 17, 18, 25]",/monsters/81/textures/combat
Gangster,3219,32,3219,"[0, 1]",3675,"[2, 16, 17, 25]",/monsters/82/textures/combat
Crafty Thief,3220,32,3220,"[0, 1]",3676,"[2, 16, 17, 18, 25]",/monsters/83/textures/combat
Undead,3221,32,3221,"[0, 1]",3677,"[2, 16, 17, 25]",/monsters/84/textures/combat
Skeleton,3222,32,3222,"[0, 1]",3678,"[2, 16, 17, 25]",/monsters/85/textures/combat
Will o Wisp,3223,32,3223,"[0, 1]",3679,"[2, 16, 17, 25]",/monsters/86/textures/combat
Cursed Jar,3224,32,3224,"[0, 1]",3680,"[2, 16, 17, 25]",/monsters/87/textures/combat
Man Eating Bud,3225,32,3225,"[0, 1]",3681,"[2, 16, 17]",/monsters/88/textures/combat
Cactus,3226,32,3226,"[0, 1]",3682,"[2, 16, 17, 25]",/monsters/89/textures/combat
Mandrake,3227,32,3227,"[0, 1]",3683,"[2, 16, 17, 25]",/monsters/90/textures/combat
Mermaid,3228,32,3228,"[0, 1]",3684,"[2, 16, 17, 25]",/monsters/91/textures/combat
Salamander,3229,32,3229,"[0, 1]",3685,"[2, 16, 17, 25]",/monsters/92/textures/combat
Unicorn,3230,32,3230,"[0, 1]",3686,"[2, 16, 17, 25]",/monsters/93/textures/combat
Orc,3231,32,3231,"[0, 1]",3687,"[2, 16, 17, 25]",/monsters/94/textures/combat
Dark Elf,3232,32,3232,"[0, 1]",3688,"[2, 16, 17, 25]",/monsters/95/textures/combat
Baby Dragon,3233,32,3233,"[0, 1]",3689,"[2, 16, 17, 25]",/monsters/96/textures/combat
Harpy,3234,32,3234,"[0, 1]",3690,"[2, 16, 17, 25]",/monsters/97/textures/combat
Cute Cat,3235,32,3235,"[0, 1]",3691,"[2, 16, 17, 25]",/monsters/98/textures/combat
Arrow Shooter,3236,32,3236,"[0, 1]",3692,"[2, 16, 17, 25]",/monsters/99/textures/combat
Red Hot,3237,32,3237,"[0, 1]",3693,"[2, 16, 17, 25]",/monsters/100/textures/combat
Specter,3238,32,3238,"[0, 1]",3694,"[2, 16, 17, 25]",/monsters/101/textures/combat
Sandora Elite Black Castle,3239,32,3239,"[0, 1]",3695,"[2, 16, 17, 19, 25]",/monsters/102/textures/combat
Knight of Sandora Black Castle,3240,32,3240,"[0, 1]",3696,"[2, 16, 17, 25]",/monsters/103/textures/combat
Slime,3241,32,3241,"[0, 1]",3697,"[2, 16, 17, 25]",/monsters/104/textures/combat
Fowl Fighter,3242,32,3242,"[0, 1]",3698,"[2, 16, 17, 25]",/monsters/105/textures/combat
Killer Bird,3243,32,3243,"[0, 1]",3699,"[2, 16, 17, 25]",/monsters/106/textures/combat
Plague Rat,3244,32,3244,"[0, 1]",3700,"[2, 16, 17, 25]",/monsters/107/textures/combat
Stinger,3245,32,3245,"[0, 1]",3701,"[2, 16, 17, 25]",/monsters/108/textures/combat
Piggy,3246,32,3246,"[0, 1]",3702,"[2, 16, 17, 25]",/monsters/109/textures/combat
Sea Piranha,3247,32,3247,"[0, 1]",3703,"[2, 16, 17]",/monsters/110/textures/combat
Toad Stool,3248,32,3248,"[0, 1]",3704,"[2, 16, 17, 25]",None
Mega Sea Dragon,3249,32,3249,"[0, 1]",3705,"[2, 16, 17, 25]",/monsters/112/textures/combat
Deadly Spider,3250,32,3250,"[0, 1]",3706,"[2, 16, 17, 25]",/monsters/113/textures/combat
Icicle Ball,3251,32,3251,"[0, 1]",3707,"[2, 16, 17, 25]",/monsters/114/textures/combat
Tricky Bat,3252,32,3252,"[0, 1]",3708,"[2, 16, 17, 25]",/monsters/115/textures/combat
Mr.Bone,3253,32,3253,"[0, 1]",3709,"[2, 16, 17, 25]",/monsters/116/textures/combat
Moss Dresser,3254,32,3254,"[0, 1]",3710,"[2, 16, 17, 25]",/monsters/117/textures/combat
Death Purger,3255,32,3255,"[0, 1]",3711,"[2, 16, 17, 25]",/monsters/118/textures/combat
Scorpion,3256,32,3256,"[0, 1]",3712,"[2, 16, 17, 25]",/monsters/119/textures/combat
Trap Plant,3257,32,3257,"[0, 1]",3713,"[2, 16, 17]",/monsters/120/textures/combat
Aqua King,3258,32,3258,"[0, 1]",3714,"[2, 16, 17, 25]",/monsters/121/textures/combat
Sky Chaser,3259,32,3259,"[0, 1]",3715,"[2, 16, 17]",/monsters/122/textures/combat
Air Combat,3260,32,3260,"[0, 1]",3716,"[2, 16, 18]",/monsters/123/textures/combat
Treasure Jar,3261,32,3261,"[0, 1]",3717,"[2, 16, 17, 25]",/monsters/124/textures/combat
Human Hunter,3262,32,3262,"[0, 1]",3718,"[2, 16, 17, 25]",/monsters/125/textures/combat
Mountain Ape,3263,32,3263,"[0, 1]",3719,"[2, 16, 17, 25]",/monsters/126/textures/combat
Roulette Face,3264,32,3264,"[0, 1]",3720,"[2, 16, 17, 18, 19]",/monsters/127/textures/combat
Swift Dragon,3265,32,3265,"[0, 1]",3721,"[2, 16, 17, 25]",/monsters/128/textures/combat
Hellena Warden 1,3266,32,3266,"[0, 1]",3722,"[2, 16, 17, 25]",/monsters/129/textures/combat
Sandora Soldier Seles,3267,32,3267,"[0, 1]",3723,"[2, 16, 17, 25]",/monsters/130/textures/combat
Sandora Soldier Marshlands,3268,32,3268,"[0, 1]",3724,"[2, 16, 17, 25]",/monsters/131/textures/combat
Sandora Soldier Marshlands 2,3269,32,3269,"[0, 1]",3725,"[2, 16, 17, 25]",/monsters/132/textures/combat
Senior Warden,3270,32,3270,"[0, 1]",3726,"[2, 16, 17, 25]",/monsters/133/textures/combat
Hellena Warden 2,3271,32,3271,"[0, 1]",3727,"[2, 16, 17, 25]",/monsters/134/textures/combat
Commander Marshlands,3272,32,3272,"[0, 1]",3728,"[2, 16, 17, 18, 25]",/monsters/135/textures/combat
Blue Bird,3273,32,3273,"[0, 1]",3729,"[2, 16, 17, 25]",/monsters/136/textures/combat
Red Bird,3274,32,3274,"[0, 1]",3730,"[2, 16, 17, 25]",/monsters/137/textures/combat
Yellow Bird,3275,32,3275,"[0, 1]",3731,"[2, 16, 17, 25]",/monsters/138/textures/combat
Lucky Jar,3276,32,3276,"[0, 1]",3732,"[2, 16, 17, 25]",/monsters/139/textures/combat
Madman 5,3284,32,3284,"[0, 1]",3740,"[2, 16, 17, 25]",/monsters/144/textures/combat
Madman 6,3285,32,3285,"[0, 1]",3741,"[2, 16, 17, 25]",/monsters/146/textures/combat
Madman 7,3286,32,3286,"[0, 1]",3742,"[2, 16, 17, 25]",/monsters/148/textures/combat
Fire Spirit 2,3287,32,3287,"[0, 1]",3743,"[2, 16, 17, 25]",/monsters/150/textures/combat
Specter 2,3289,32,3289,"[0, 1]",3745,"[2, 16, 17, 25]",/monsters/152/textures/combat
Will o Wisp 4,3293,32,3293,"[0, 1]",3749,"[2, 16, 17, 25]",/monsters/154/textures/combat
Magma Fish 4,3296,32,3296,"[0, 1]",3752,"[2, 16, 17]",/monsters/157/textures/combat
