Rose Dark Dragoon Transformation,4216/0/,4215/,686,4,NONE,True,True,True
0_RoseNormal,,,,,,,,
1_SpiritOrb,,,,,,,,
2_Electricity1,,,,,,,,
3_ElectricityOrb,,,,,,,,
4_ElectricityOrb2,,,,,,,,
5_PurpleDisk,,,,,,,,
6_BlackMass,,,,,,,,
7_Starburst,,,,,,,,
8_MulticolorOrb,,,,,,,,
9_WhiteDome,,,,,,,,
10_RedBlueOrb,,,,,,,,
11_VioletDonut1,,,,,,,,
12_VioletDonut2,,,,,,,,
13_VioletDonut3,,,,,,,,
14_VioletDonut4,,,,,,,,
15_RoseWhiteModel,,,,,,,,
16_Electricity2,,,,,,,,
17_FloorChannelBase,,,,,,,,
18_Electricity3,,,,,,,,
19_Electricity4,,,,,,,,
20_OrangeExplosion,,,,,,,,
21_RoseDragoon,,,,,,,,
22_GlitteringParticles,,,,,,,,
23_ColoredGradientRays1,,,,,,,,
24_ColoredGradientRays2,,,,,,,,
25_AnimateEyes,,,,,,,,
26_AnimateMouth,,,,,,,,
