Lavitz Jade Dragoon Transformation,4208/0/,4207/,526,4,NONE,True,True,True
1_LavitzNormal,,,,,,,,
2_RisingLeaves1,,,,,,,,
3_RisingLeaves2,,,,,,,,
4_SpiritOrb,,,,,,,,
5_RotatingGlow,,,,,,,,
6_WhiteCircle,,,,,,,,
7_LavitzDragoon,,,,,,,,
8_TornadoFront,,,,,,,,
9_WhiteSmokeCast,,,,,,,,
10_WhiteSmokeTornado1,,,,,,,,
11_WhiteSmokeTornado2,,,,,,,,
12_WhiteSmokeTornado3,,,,,,,,
13_WhiteWindwhirld1,,,,,,,,
14_WhiteWindwhirld2,,,,,,,,
15_RisingLeaves3,,,,,,,,
16_GreenDragoonAuraBlows,,,,,,,,
17_FrontalLeaves1,,,,,,,,
18_GreenDragoonAuraDome,,,,,,,,
19_WhiteSmokeTornado4,,,,,,,,
20_LavitzMouth1,,,,,,,,
21_LavitzMouth2,,,,,,,,
22_LavitzMouth3,,,,,,,,
