Albert Jade Dragoon Transformation,4234/0/,4233/,526,4,NONE,True,True,True
0_AlbertNormal,,,,,,,,
1_RisingDust1,,,,,,,,
2_RisingDust2,,,,,,,,
3_RisingLeaves1,,,,,,,,
4_RisingLeaves2,,,,,,,,
5_SpiritOrb,,,,,,,,
6_InternalFlare1,,,,,,,,
7_InternalFlare2,,,,,,,,
8_InternalFlare3,,,,,,,,
9_RotatingGlow,,,,,,,,
10_AlbertDragoon,,,,,,,,
11_FrontWindwhirl,,,,,,,,
12_DustRomboid,,,,,,,,
13_OutterWindwhirl1,,,,,,,,
14_OutterWindwhirl2,,,,,,,,
15_OutterWindwhirl3,,,,,,,,
16_BigWindwhirl1,,,,,,,,
17_BigWindwhirl2,,,,,,,,
18_RisingLeaves3,,,,,,,,
19_WindGustWaist,,,,,,,,
20_RisingLeaves4,,,,,,,,
21_WindSpiritExplosionChest,,,,,,,,
